key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
34529763,6.1,2010-06-15 06:47:29 UTC,-73.988267,40.737607,-73.972774,40.752639,1
16521559,4.9,2011-03-11 09:09:31 UTC,-73.9562,40.775904,-73.944768,40.778949,1
54783452,49.57,2010-01-15 15:49:00 UTC,-73.786163,40.639697,-73.957765,40.768658,2
1650607,6.5,2015-05-14 22:12:52 UTC,-73.98657227,40.73335266,-73.98803711,40.72402573,1
37951435,5,2014-07-30 17:06:00 UTC,-73.99534,40.737667,-74.005087,40.741572,1
165457,7,2013-10-10 18:46:00 UTC,-73.963595,40.771685,-73.967037,40.788437,2
52960803,12.9,2011-02-01 16:41:56 UTC,-73.979354,40.761811,-73.954901,40.780851,1
45759176,5.3,2011-01-10 11:24:00 UTC,0,0,0,0,2
38692530,5.7,2011-10-04 09:55:10 UTC,-73.976665,40.751444,-73.969969,40.753214,1
27834981,7.7,2011-05-11 18:59:00 UTC,-73.976312,40.760212,-73.955302,40.770007,1
49513666,5.7,2011-04-11 14:29:00 UTC,-73.945048,40.783307,-73.933992,40.798068,5
12081283,5,2015-06-29 01:19:12 UTC,-73.97911072,40.76152039,-73.96896362,40.764431,2
36053936,5.5,2015-01-18 01:52:57 UTC,-73.99021149,40.75054169,-73.97618103,40.74509048,1
19112079,16.5,2013-03-22 19:50:00 UTC,-74.001262,40.72442,-73.985972,40.767707,4
40999012,6.1,2010-10-30 23:28:32 UTC,0,0,0,0,3
32943337,6.5,2011-03-12 10:32:45 UTC,-73.979432,40.760229,-73.960155,40.766233,2
10430405,13.3,2010-09-05 13:39:57 UTC,-73.975556,40.74873,-74.011117,40.715523,2
50299363,6.9,2012-06-21 18:01:00 UTC,-74.001572,40.740892,-73.984117,40.754995,2
2737660,17,2013-10-30 12:18:00 UTC,-73.974035,40.74719,-73.953912,40.781432,1
39070729,20.5,2012-07-13 15:44:08 UTC,-73.972537,40.763043,-73.998557,40.726186,2
34985931,4.5,2012-05-24 21:18:00 UTC,-73.97142,40.750502,-73.977405,40.748857,1
13433337,5,2014-10-18 17:38:53 UTC,-73.985453,40.731481,-73.990847,40.724302,1
55312000,5.7,2009-10-22 21:29:00 UTC,-73.99718,40.727113,-73.98621,40.718733,5
3698978,11,2013-01-04 02:03:45 UTC,-73.9779,40.725381,-73.980751,40.755994,1
24882701,9.3,2011-10-01 15:40:00 UTC,-73.959828,40.770345,-73.979942,40.770903,1
37806649,12,2014-09-12 10:28:00 UTC,-74.004653,40.724102,-74.01023,40.711523,1
51106950,4.5,2011-04-18 07:40:00 UTC,-73.988015,40.764627,-73.97709,40.764762,1
44920894,8.5,2014-08-22 22:25:00 UTC,-73.99575,40.72327,-73.98028,40.744347,6
36092261,4.9,2011-02-20 22:42:31 UTC,-73.991967,40.74969,-74.002596,40.733906,2
54710516,10.1,2012-02-15 08:30:00 UTC,-73.985238,40.737287,-74.009242,40.720045,1
7694913,4.9,2011-06-01 08:45:00 UTC,-73.980097,40.748043,-73.972912,40.75922,1
34490019,27.5,2013-02-10 04:48:00 UTC,-73.990613,40.756785,-73.919612,40.701978,1
15309469,9,2015-04-15 17:20:58 UTC,-73.94468689,40.80007172,-73.9637146,40.80289078,1
54582286,21.5,2013-01-31 09:10:22 UTC,-73.987884,40.743668,-73.987387,40.704435,1
16028027,62.1,2012-03-09 18:26:15 UTC,-73.862826,40.769059,-73.919924,40.822976,2
14801553,5.3,2009-05-28 09:20:16 UTC,-73.986873,40.766363,-73.980576,40.760391,1
53105633,15,2013-05-10 19:43:00 UTC,-73.987262,40.765837,-73.988525,40.74852,5
41750007,3.7,2012-05-20 20:24:00 UTC,-73.977138,40.776842,-73.982662,40.776507,1
27156407,57.54,2015-05-04 21:12:27 UTC,-73.78217316,40.64468002,-73.99145508,40.75045395,1
31799181,49.57,2010-11-30 07:04:00 UTC,-73.786752,40.641613,-73.985262,40.74633,1
55215665,14.9,2012-08-31 19:21:00 UTC,-73.987715,40.747175,-74.00204,40.706897,3
7012566,8.1,2010-04-05 03:36:16 UTC,-73.990009,40.729488,-73.979133,40.761627,1
2473439,25.5,2014-09-21 14:02:00 UTC,-73.99822,40.74527,-73.96479,40.71747,1
10695457,9.3,2009-01-12 06:32:00 UTC,-73.993872,40.756605,-73.967775,40.768557,6
55137354,14.5,2009-08-14 11:51:00 UTC,-73.958183,40.760025,-73.998927,40.764228,5
24102437,17.5,2014-10-14 23:12:16 UTC,-73.980552,40.730568,-73.979499,40.783675,1
48994944,7.1,2009-01-28 17:57:51 UTC,-73.992695,40.734037,-73.983583,40.738174,1
41141424,32.3,2012-12-17 10:03:20 UTC,-73.862709,40.768991,-73.982331,40.749855,1
6298601,14.5,2014-01-17 18:06:08 UTC,-73.972788,40.755967,-73.985297,40.718753,1
3524661,6.5,2009-01-08 09:16:00 UTC,-73.980752,40.744638,-73.982217,40.757802,1
30225963,13.5,2013-06-19 22:19:06 UTC,-73.980275,40.730312,-73.989593,40.762979,1
35709012,7.5,2012-12-24 15:50:21 UTC,-73.991728,40.742708,-73.985025,40.727825,1
11929025,20.5,2009-12-09 08:08:40 UTC,-73.953807,40.766579,-74.015077,40.711365,1
1429088,6.5,2010-12-23 11:16:00 UTC,-73.970533,40.785823,-73.971003,40.767245,2
32588945,6.5,2013-05-18 22:03:00 UTC,-73.984998,40.748102,-73.98209,40.75778,6
54723542,13.5,2014-02-18 09:35:39 UTC,-73.971412,40.786239,-73.970728,40.758282,1
28396861,4.5,2009-10-02 21:54:40 UTC,-74.009128,40.717374,-74.016403,40.716967,2
18769986,10,2013-08-31 08:07:04 UTC,-73.952591,40.780704,-73.952816,40.810952,1
17810210,10.5,2015-02-06 21:18:08 UTC,-74.00392151,40.70690536,-73.99427795,40.68575287,1
47333063,20.5,2013-12-04 02:12:00 UTC,-73.95604,40.772107,-73.939707,40.850087,6
7532481,6.1,2010-04-27 07:08:00 UTC,-73.984763,40.744748,-73.96916,40.76093,1
42691338,11,2014-10-08 10:51:00 UTC,-74.006358,40.739572,-74.005567,40.750942,1
37552878,4.5,2011-10-25 13:50:25 UTC,-73.967641,40.792872,-73.952175,40.786279,1
37586818,9.5,2013-12-07 22:48:53 UTC,-73.993805,40.751312,-73.992262,40.735578,2
47925478,4,2013-06-23 22:04:32 UTC,-73.961314,40.765057,-73.967854,40.767873,1
27651303,8.9,2009-07-19 00:26:00 UTC,-73.974337,40.732708,-74.002018,40.735065,3
21212414,4,2013-03-17 12:29:36 UTC,0,0,0,0,1
49103225,5.5,2014-07-25 09:26:00 UTC,-73.968272,40.763032,-73.973365,40.759972,6
20575442,7.7,2012-02-12 19:35:00 UTC,-73.957568,40.769425,-73.97448,40.752475,1
22674164,9.7,2009-07-24 08:49:59 UTC,-73.982297,40.740046,-73.976422,40.765823,1
2916487,100.58,2013-04-06 22:20:00 UTC,-73.790635,40.64674,-74.058975,40.773567,2
6600093,12.1,2010-04-25 19:10:19 UTC,-73.994733,40.721275,-73.953675,40.72887,2
13182333,5.7,2009-09-18 07:31:00 UTC,-73.982415,40.775807,-73.985973,40.759865,1
963014,22.5,2009-12-09 23:59:00 UTC,-73.990532,40.750958,-73.982457,40.67413,1
42075307,5.3,2010-06-14 07:27:36 UTC,-73.973337,40.748596,-73.987083,40.739545,1
23932428,7.7,2012-04-15 16:17:00 UTC,-73.98941,40.741867,-73.98386,40.725595,5
39332450,7.7,2011-01-10 17:39:00 UTC,-73.97194,40.749785,-73.979355,40.763208,5
3144573,11.3,2009-05-04 17:42:29 UTC,-73.983682,40.780856,-73.946794,40.80079,1
29367143,6.5,2012-05-29 13:56:00 UTC,-73.995485,40.749022,-73.994935,40.731685,1
7952050,10.9,2010-01-04 08:56:35 UTC,-73.996171,40.764005,-73.997539,40.747431,1
18796377,8.5,2014-01-18 12:53:03 UTC,-73.975096,40.787523,-73.955648,40.779626,1
48512122,14.1,2010-02-19 18:57:07 UTC,-74.002099,40.729986,-73.961886,40.767862,2
41234038,8.9,2011-11-20 19:53:00 UTC,-73.97784,40.753272,-73.979733,40.780412,1
54168513,6,2012-12-18 23:40:00 UTC,-73.98314,40.756992,-73.990998,40.749702,6
4508492,8,2014-06-18 14:52:07 UTC,-73.997399,40.74149,-73.986146,40.744192,2
46185632,12,2014-02-23 02:34:00 UTC,-73.953742,40.775032,-73.991628,40.750212,6
25773859,10.1,2009-04-22 20:50:00 UTC,-73.986195,40.736157,-73.994282,40.761375,1
532248,4.5,2014-09-20 03:06:00 UTC,-74.005698,40.740322,-74.001853,40.739477,1
36238214,4.5,2009-10-20 12:27:00 UTC,-73.964357,40.756342,-73.96925,40.764103,5
10205354,9.6,2012-08-16 20:09:00 UTC,-73.950082,40.779685,-73.950082,40.779692,1
36802674,3.5,2014-04-06 13:22:00 UTC,-74.016455,40.714672,-74.014338,40.717775,5
24422064,10.5,2009-08-09 18:48:51 UTC,-74.004646,40.737659,-73.988678,40.771666,1
46109263,7.3,2010-07-19 19:17:15 UTC,-73.994572,40.75055,-73.975613,40.759698,1
24409330,16.5,2013-03-01 22:38:00 UTC,-73.781372,40.644952,-73.754105,40.682895,5
3160204,10.5,2012-10-23 11:55:51 UTC,-73.958713,40.815686,-73.983554,40.785467,1
41269056,10.5,2014-10-07 15:10:00 UTC,-73.981055,40.774267,-73.970837,40.760635,1
46267711,6.2,2009-03-14 02:52:43 UTC,-74.003793,40.737646,-73.989479,40.730005,1
47844243,11.3,2011-02-02 20:33:13 UTC,-73.970585,40.756,-73.973516,40.791235,1
23819215,17,2013-07-31 07:13:00 UTC,-74.01717,40.707442,-73.986497,40.757452,1
8037018,25,2015-01-17 19:45:11 UTC,-73.99349213,40.75141907,-73.94515228,40.82976151,1
37447178,10,2013-02-04 17:44:26 UTC,-73.977122,40.749912,-73.953325,40.771413,1
26559172,7.5,2014-03-25 13:53:35 UTC,-73.982529,40.758448,-73.989094,40.771022,1
23978820,21.3,2010-01-20 22:07:18 UTC,-73.989577,40.723136,-73.860284,40.721579,1
49419567,5,2014-01-15 16:01:51 UTC,0,0,0,0,1
36588077,10.5,2015-06-11 08:48:48 UTC,-73.9747467,40.777771,-73.94625854,40.77700043,2
30753793,8.9,2011-07-11 01:21:00 UTC,-73.948325,40.778663,-73.972895,40.797103,2
44587433,49.8,2011-05-17 14:11:00 UTC,-73.789627,40.644127,-73.993073,40.755977,1
38006872,4.5,2010-01-24 16:59:00 UTC,-73.98242,40.767448,-73.9681,40.762242,5
4963098,9,2013-08-05 01:48:57 UTC,-73.978851,40.782433,-73.958905,40.768257,3
54915650,12.5,2009-01-27 22:35:00 UTC,-73.872988,40.773992,-73.846582,40.724257,1
31044291,6,2013-07-21 23:41:00 UTC,-73.98437,40.748367,-73.971152,40.756095,2
28293197,5.7,2012-02-10 10:05:12 UTC,-73.981147,40.724925,-73.997795,40.731829,1
24473447,9,2014-06-17 19:06:00 UTC,-73.993423,40.752017,-73.992432,40.76747,1
29060643,3.7,2010-01-31 21:26:00 UTC,-73.797407,40.644843,-73.805672,40.651602,1
22749025,6.5,2011-03-05 23:39:27 UTC,-73.992098,40.749382,-74.005563,40.726099,1
25622014,5.7,2011-05-26 09:35:04 UTC,-73.992304,40.737728,-74.007431,40.725219,1
36749320,9.5,2013-10-31 23:14:14 UTC,-74.011511,40.715072,-74.005342,40.729399,4
46897779,4.9,2012-06-29 20:09:00 UTC,-73.982338,40.764842,-73.995557,40.76478,1
26974856,5.5,2015-05-06 19:41:44 UTC,-73.98120117,40.73071671,-73.97848511,40.72020721,1
38204137,9.3,2011-01-22 23:06:00 UTC,-73.994648,40.750262,-73.971198,40.763032,1
5869516,5.5,2015-02-02 17:46:18 UTC,-73.98847198,40.74836349,-73.98139191,40.75391769,6
33037561,13.5,2012-11-06 10:03:45 UTC,-73.948527,40.782265,-73.975667,40.748827,1
25349584,6.5,2011-06-18 11:19:00 UTC,-74.00031,40.732718,-73.987072,40.720713,1
39960400,4.1,2010-09-23 08:41:00 UTC,-73.990535,40.757413,-73.985875,40.764083,4
15920374,12.5,2012-02-25 04:18:54 UTC,-73.98588,40.722932,-73.947792,40.71421,1
21499421,7.5,2014-09-25 16:42:00 UTC,-73.981802,40.743767,-73.979093,40.728102,1
40504141,6.3,2009-03-11 19:44:44 UTC,-73.996372,40.736331,-73.999479,40.731106,1
37884006,4.1,2010-04-10 01:13:00 UTC,-73.987537,40.745245,-73.987537,40.745245,4
44773363,13,2013-04-30 17:32:00 UTC,-73.986387,40.71817,-73.98905,40.744295,1
27414586,6.5,2009-10-29 19:55:21 UTC,-73.955827,40.764108,-73.975442,40.751985,1
16245300,10,2015-03-10 13:29:00 UTC,-73.95144653,40.77872086,-73.97177887,40.79722595,2
26998630,4.5,2014-09-19 02:13:00 UTC,-74.001777,40.75073,-73.990847,40.746307,1
42765164,7.5,2014-05-04 01:53:00 UTC,-73.977252,40.784752,-73.95674,40.800087,1
40447966,10.5,2009-06-26 21:43:14 UTC,-73.987038,40.760608,-73.946658,40.772568,2
47859530,9.7,2011-09-29 13:51:42 UTC,-73.989778,40.735595,-73.971851,40.762994,1
16653551,19.5,2014-04-15 18:07:10 UTC,-73.95767,40.761385,-74.015925,40.710015,1
47538237,6,2015-02-28 15:43:12 UTC,-73.97940063,40.78469086,-73.9691391,40.78559875,1
45685258,10.9,2009-09-25 07:15:00 UTC,-73.964327,40.756422,-73.941595,40.800322,2
15433053,5.3,2009-01-03 13:39:00 UTC,-73.953218,40.771697,-73.946992,40.78818,1
29815837,26.1,2009-04-03 07:03:00 UTC,-73.849647,40.724515,-74.002942,40.74942,1
17318078,7.7,2012-05-09 19:09:19 UTC,-73.999153,40.760981,-73.993389,40.743114,1
45463894,13.3,2009-03-19 12:48:00 UTC,-73.964665,40.764315,-73.994915,40.739903,2
45779930,16,2012-12-21 13:22:37 UTC,-73.984512,40.737003,-73.953485,40.776858,1
35597740,14.5,2012-08-17 22:45:00 UTC,-73.985783,40.759245,-73.92414,40.743592,5
12375008,4.5,2009-12-11 18:47:00 UTC,-73.96632,40.80542,-73.95879,40.811597,3
38814518,11,2014-04-05 14:01:33 UTC,-73.997083,40.725461,-73.99524,40.739741,1
8938836,9.5,2013-12-11 02:42:11 UTC,-73.967345,40.756426,-73.946664,40.783085,2
11893334,7.3,2009-07-18 10:11:00 UTC,-73.974768,40.758353,-73.994482,40.739033,5
25216924,9.7,2010-07-28 20:43:00 UTC,-73.976177,40.762332,-74.005327,40.735962,1
20211104,4.2,2009-01-07 21:30:57 UTC,-73.985317,40.747027,-73.990334,40.739451,1
1189927,7.7,2009-04-25 19:31:00 UTC,-73.983912,40.721398,-73.995985,40.732907,1
18626473,7.7,2010-03-30 19:35:00 UTC,-73.981113,40.748075,-73.993002,40.763208,2
44154960,10.9,2011-01-31 13:48:00 UTC,-73.967328,40.803593,-73.949418,40.781938,1
31581347,6.5,2013-04-29 10:17:45 UTC,-74.011154,40.70598,-74.008024,40.715623,1
1422637,9.7,2010-02-01 12:36:07 UTC,-74.001548,40.75671,-74.000365,40.723624,1
12044679,5.7,2009-07-16 11:58:00 UTC,-73.992602,40.742972,-73.984805,40.742228,1
36155210,2.9,2009-07-17 22:03:00 UTC,-73.971875,40.760518,-73.970518,40.760567,1
9549666,11.5,2015-03-04 06:20:44 UTC,-73.9835968,40.72971725,-73.95323944,40.7743454,1
4441259,8,2013-06-15 19:46:00 UTC,-74.003445,40.747832,-73.982465,40.777155,1
38384592,4.5,2010-05-07 12:11:00 UTC,-74.000305,40.720993,-74.007845,40.714903,1
29528194,11.3,2012-06-15 20:50:01 UTC,-73.979492,40.772622,-74.007406,40.740097,2
33347073,6.5,2011-09-30 10:04:40 UTC,-74.003,40.7277,-73.9904,40.7419,2
53985232,6,2014-08-11 08:45:00 UTC,-73.96022,40.813202,-73.969887,40.797232,1
49661361,6,2014-02-16 19:32:00 UTC,-73.98986,40.734262,-74.000513,40.725685,1
919353,6.1,2011-12-03 13:37:11 UTC,-73.978869,40.772364,-73.972149,40.765301,1
43128351,5.7,2009-01-08 13:26:43 UTC,-73.984309,40.759447,-73.986031,40.751298,1
9902629,11,2012-10-13 23:14:00 UTC,-74.005785,40.718472,-74.004737,40.74687,1
40480127,8.5,2011-08-17 21:28:50 UTC,-73.988033,40.760362,-73.963599,40.776874,1
3136290,9.5,2014-01-01 17:17:00 UTC,-73.985215,40.742127,-73.985415,40.72185,1
34636410,5.7,2011-02-05 16:44:00 UTC,-73.970085,40.762605,-73.960017,40.77884,4
147126,10.9,2012-06-30 00:54:39 UTC,-73.998945,40.744821,-73.971867,40.7921,2
19721639,17.3,2012-05-16 20:28:00 UTC,-73.983037,40.781782,-73.917857,40.769532,2
11563645,9.3,2011-09-08 19:41:00 UTC,-73.986042,40.726398,-74.00227,40.739722,1
16171291,12.5,2014-04-29 18:36:28 UTC,-73.987348,40.721105,-73.958228,40.717355,1
10891215,30.5,2011-10-20 17:51:00 UTC,-73.981477,40.760253,-73.864622,40.770208,5
13380883,26.5,2011-12-11 00:11:00 UTC,-73.971387,40.757082,-74.017185,40.705406,1
45599548,17.3,2009-06-05 19:01:00 UTC,-73.98795,40.738262,-73.96396,40.692558,1
16216578,57.33,2013-07-24 08:09:00 UTC,0,0,0,0,1
41130966,9,2012-12-30 22:16:00 UTC,-73.98422,40.725002,-74.004767,40.733337,1
46849986,7.3,2011-06-30 21:04:31 UTC,-74.0002,40.7266,-73.9891,40.7482,1
7991281,11.7,2011-06-09 19:16:00 UTC,-73.95675,40.786498,-73.968307,40.76511,1
7178306,16.5,2010-06-21 00:04:25 UTC,-73.951737,40.7664,-74.006917,40.72931,1
48820668,9,2013-04-05 18:47:00 UTC,-73.964638,40.767317,-73.991227,40.750205,1
9025196,10,2015-06-29 18:46:38 UTC,-73.98345184,40.76461029,-73.98429108,40.7486496,1
9774554,19.5,2013-08-17 01:54:40 UTC,-73.998536,40.745177,-73.995519,40.683243,1
22457803,13.5,2014-09-06 18:38:00 UTC,-73.968547,40.803452,-73.950275,40.77557,3
28401679,7.7,2012-08-11 20:14:36 UTC,-73.988401,40.758979,-73.983706,40.743421,1
11275159,7,2015-05-17 10:18:41 UTC,-73.98872375,40.76866531,-73.96624756,40.77069855,1
15163179,8.1,2010-04-07 12:00:41 UTC,-73.968984,40.757333,-73.983469,40.742275,1
12602626,6.5,2009-04-09 23:22:00 UTC,-73.965738,40.754352,-73.947908,40.77496,5
24190567,4.9,2009-03-12 17:12:00 UTC,-73.988658,40.727543,-73.991883,40.744772,1
31524124,4.1,2011-03-03 09:25:40 UTC,-73.969795,40.771058,-73.969795,40.771058,1
21176897,7.5,2013-09-04 15:47:41 UTC,-73.973153,40.764105,-73.961882,40.763981,1
18391183,25.3,2011-02-22 10:06:17 UTC,-73.951607,40.772693,-73.870469,40.773767,1
39973366,57.54,2015-05-27 16:34:13 UTC,-73.784729,40.64860153,-73.97880554,40.76196289,1
26376090,16.5,2012-05-12 23:15:08 UTC,-73.991863,40.725979,-73.975567,40.679083,2
34050565,5.3,2011-07-06 15:27:58 UTC,-73.977378,40.764202,-73.981974,40.771119,1
8752490,12.5,2014-06-08 00:44:04 UTC,-73.998164,40.713345,-73.956656,40.713015,1
54692312,9.7,2010-07-16 18:45:00 UTC,-73.970052,40.799598,-73.957707,40.769682,1
24254478,11.7,2010-09-14 09:12:31 UTC,-73.978395,40.745502,-73.955855,40.776103,1
43750830,14.5,2010-01-04 12:37:52 UTC,-74.012763,40.707995,-74.002538,40.726178,1
54961469,5.5,2014-05-24 23:57:34 UTC,-73.978001,40.742308,-73.98861,40.733985,3
8364693,8.5,2012-07-07 02:38:00 UTC,-73.942032,40.75693,-73.913522,40.784302,2
43221597,8,2013-06-12 10:07:55 UTC,-73.964356,40.767933,-73.953172,40.766594,1
34704939,10,2013-09-18 10:11:00 UTC,-73.989163,40.753152,-74.006715,40.72648,5
10155971,4.5,2012-08-31 20:28:00 UTC,-73.982065,40.758658,-73.983183,40.758068,2
24693051,19.8,2009-03-26 21:32:36 UTC,-73.964891,40.770027,-73.987651,40.702424,1
4809402,8.1,2010-06-18 22:22:08 UTC,-73.998857,40.722969,-74.015918,40.711103,1
29432971,9.5,2013-07-11 19:26:27 UTC,-74.00231,40.734259,-73.984297,40.742399,1
3221299,22.9,2011-01-11 16:36:35 UTC,-73.980999,40.689301,-73.984591,40.779596,1
21052573,12,2013-10-23 12:09:20 UTC,-73.96726,40.788182,-73.982158,40.762424,1
11994681,13.7,2009-07-01 19:25:50 UTC,-74.007999,40.70487,-73.967776,40.755347,1
51134657,21,2012-10-04 17:40:00 UTC,-73.871022,40.773782,-73.956128,40.744592,5
19144589,7.3,2012-03-02 15:06:56 UTC,-74.008331,40.704615,-74.01508,40.715988,2
28188496,5.3,2010-01-09 17:46:00 UTC,-73.96175,40.774158,-73.96175,40.774158,1
6586671,7.5,2014-04-13 13:37:29 UTC,-73.976498,40.744036,-73.991147,40.738999,1
25147920,6.5,2009-09-18 23:41:00 UTC,-73.97154,40.750967,-73.95303,40.76648,1
31994801,8,2013-02-01 20:12:27 UTC,-73.989426,40.736125,-73.995037,40.723452,1
55113954,6.9,2009-05-14 19:48:58 UTC,-73.985775,40.760279,-74.00261,40.760732,1
22038896,5.3,2009-05-04 15:08:24 UTC,-73.979108,40.736251,-73.969634,40.752855,1
42977880,50,2009-11-07 17:02:00 UTC,-73.839127,40.743232,-74.017182,40.705263,1
53128450,6.1,2011-01-04 20:11:00 UTC,-73.971907,40.76064,-73.979105,40.775523,2
891096,15.5,2013-06-22 16:50:17 UTC,-73.980429,40.748521,-74.008847,40.718557,2
11189527,6,2014-06-21 01:44:00 UTC,-73.987162,40.729547,-73.999597,40.730177,1
3369746,13.7,2012-07-13 00:32:00 UTC,-73.971615,40.792212,-73.989215,40.741627,1
13520135,18.9,2012-05-05 11:02:00 UTC,-73.95025,40.77994,-73.990283,40.751707,1
13764907,7.7,2010-08-22 01:14:00 UTC,-73.96328,40.714665,-73.956817,40.688045,1
1463444,15,2013-04-09 11:30:03 UTC,-73.967886,40.792123,-73.98921,40.756836,1
17282492,9.3,2010-03-27 03:45:41 UTC,-73.792857,40.657579,-73.792857,40.657579,1
10904569,49.8,2012-03-28 17:09:16 UTC,-73.790352,40.646917,-74.007622,40.740788,2
12988525,12,2012-11-28 12:59:14 UTC,-73.967244,40.75884,-73.986867,40.771381,1
53500187,7.3,2012-08-07 07:14:00 UTC,-74.0076,40.715472,-73.99308,40.733972,6
39239031,3.7,2010-07-31 20:17:12 UTC,-73.960878,40.772327,-73.967625,40.765255,2
908419,5.3,2012-02-16 18:34:15 UTC,-73.966328,40.757692,-73.958325,40.768067,1
44695303,7.7,2009-12-18 18:36:40 UTC,-73.997071,40.725695,-74.014136,40.715542,1
55069142,5.3,2009-04-29 15:25:45 UTC,-73.995248,40.749515,-73.998399,40.742014,1
30619746,10.5,2009-06-25 17:09:09 UTC,-73.960691,40.769921,-73.963224,40.803753,1
6691716,7.5,2014-09-11 16:07:00 UTC,-73.935825,40.744947,-73.90526,40.738585,3
9480722,12.1,2009-09-08 17:57:47 UTC,-73.95043,40.776326,-73.963998,40.807805,1
47858309,9.5,2013-09-16 09:50:00 UTC,-73.994265,40.750937,-73.979427,40.752697,1
53819634,6.1,2009-11-24 09:38:00 UTC,-73.989888,40.719972,-73.998952,40.720128,1
8278015,3.5,2014-01-16 20:24:00 UTC,-73.95938,40.771762,-73.954667,40.775827,5
26458216,8.1,2011-08-06 22:53:00 UTC,-73.98381,40.761733,-73.986163,40.751085,1
33344388,4.9,2010-09-27 15:34:00 UTC,-73.976015,40.788762,-73.967972,40.800122,1
16226993,4.5,2009-04-03 07:23:15 UTC,-73.98653,40.750319,-73.976653,40.751481,1
18714139,9.7,2009-04-06 19:10:00 UTC,-74.008127,40.74865,-73.983158,40.770248,1
46364112,11.7,2011-10-05 19:29:00 UTC,-73.992665,40.75834,-73.994255,40.724582,1
12291273,9.5,2013-12-11 09:46:00 UTC,-73.983107,40.756402,-73.967388,40.76352,1
46389246,4.9,2010-08-01 14:09:00 UTC,-74.00138,40.727563,-73.989988,40.733248,1
14513334,57.8,2015-01-22 07:06:16 UTC,-73.83081818,40.71708679,-73.78263855,40.64875793,1
52114422,4.9,2010-01-19 07:36:00 UTC,-73.999568,40.744937,-73.986198,40.746978,5
27275498,10.1,2011-07-19 13:00:00 UTC,-73.981783,40.770483,-73.956873,40.780648,1
37281615,9,2013-09-13 17:52:00 UTC,-73.986502,40.742902,-73.974207,40.760357,5
26411668,6.9,2010-01-31 18:27:00 UTC,-73.98579,40.763475,-73.988237,40.74326,1
44881100,5.3,2010-07-12 06:22:58 UTC,-73.968446,40.762122,-73.980691,40.759167,1
8658593,3.3,2011-09-12 18:02:00 UTC,-73.968978,40.763515,-73.965403,40.768868,1
51456899,4.5,2010-07-16 20:07:00 UTC,-73.994758,40.755472,-74.002942,40.75216,5
35705470,11,2013-04-13 01:59:00 UTC,-74.002037,40.72987,-73.970908,40.761897,1
39123452,7.5,2013-12-15 18:55:53 UTC,-73.996473,40.753267,-73.985132,40.739723,1
405542,11.5,2014-04-10 13:57:00 UTC,-73.9658,40.7953,-73.981818,40.766322,1
11101719,11.7,2009-07-19 18:33:00 UTC,-73.988862,40.722098,-73.984433,40.702328,2
38222909,10.5,2014-02-11 09:04:37 UTC,-73.992294,40.743588,-73.973481,40.76398,1
16793211,12.5,2009-07-07 10:13:00 UTC,-73.995697,40.739118,-73.955097,40.765617,2
32914194,8.1,2012-03-16 12:33:14 UTC,-73.983007,40.755611,-73.968956,40.761457,2
51671502,8.1,2012-06-25 21:38:00 UTC,-73.994307,40.746237,-74.00567,40.725642,5
7276518,6.1,2012-02-18 08:51:21 UTC,-73.977413,40.738261,-73.99061,40.75109,1
34640351,8.9,2009-04-06 11:46:00 UTC,-73.981915,40.767387,-73.962128,40.779112,1
9348972,11.3,2011-10-14 22:58:59 UTC,-73.974239,40.783486,-73.942105,40.822417,1
19318254,17,2012-10-01 13:48:14 UTC,-73.987992,40.722855,-73.972988,40.765195,1
38279423,4.1,2011-11-11 09:37:00 UTC,-73.955803,40.784878,-73.9502,40.78375,5
52743026,9.7,2011-06-03 20:05:00 UTC,-73.989528,40.729908,-73.991992,40.749262,1
10690236,12.5,2009-12-09 09:24:16 UTC,-73.954977,40.783958,-73.968953,40.760925,1
3775046,12.9,2011-08-31 19:35:00 UTC,-73.990047,40.737002,-74.01099,40.708337,1
30402003,4.5,2011-01-22 17:05:05 UTC,-73.959844,40.770953,-73.950116,40.775956,2
50066469,7,2014-11-03 16:22:00 UTC,-73.985493,40.735582,-73.97878,40.731007,1
40614217,13,2013-07-22 15:10:19 UTC,-73.969238,40.749553,-73.985357,40.756987,1
34834199,5.5,2013-11-01 16:37:00 UTC,-73.981523,40.737202,-73.982293,40.727905,1
22578821,19,2013-03-17 01:29:00 UTC,-74.00207,40.729057,-73.957343,40.765502,1
12114092,22,2013-01-13 01:11:00 UTC,-73.968117,40.755497,-73.960457,40.715317,1
21160358,6,2014-05-13 17:24:04 UTC,-73.998339,40.750816,-73.998355,40.755594,1
51101164,15,2013-12-08 01:14:00 UTC,-73.98939,40.720422,-73.9549,40.773662,2
2287688,4.9,2010-03-20 14:25:28 UTC,-73.997542,40.741531,-74.001629,40.729398,2
36960584,14.5,2011-09-24 19:20:53 UTC,-73.984777,40.759032,-73.93842,40.799954,1
1735368,9.3,2011-05-01 00:55:00 UTC,-73.963733,40.758517,-73.921685,40.743342,1
45326446,4.9,2009-12-26 22:58:16 UTC,-73.99731,40.722401,-73.982786,40.717763,1
29560402,7.5,2014-08-24 16:04:10 UTC,-74.004747,40.72384,-73.997313,40.744997,1
38962080,7.3,2009-08-04 21:52:00 UTC,-73.942542,40.848815,-73.942542,40.848815,1
